Full Name,Potential,Preferred Foot,Attacking Work Rate,Defensive Work Rate,Crossing,Finishing,Heading Accuracy,Short Passing,Volleys,Dribbling,Curve,Freekick Accuracy,LongPassing,BallControl,Acceleration,Sprint Speed,Agility,Reactions,Balance,Shot Power,Jumping,Stamina,Strength,Long Shots,Aggression,Interceptions,Positioning,Vision,Penalties,Marking,Standing Tackle,Sliding Tackle,Goalkeeper Diving,Goalkeeper Handling, GoalkeeperKicking,Goalkeeper Positioning,Goalkeeper Reflexes
Osama Al Mermish,64,Right,Medium,Medium,12,9,13,19,6,9,13,11,25,12,35,33,30,45,46,36,57,20,54,9,20,14,4,34,13,8,12,10,53,47,48,50,55
Guoqiao Liang,59,Right,Medium,Medium,43,26,38,28,26,50,32,33,29,31,66,58,51,54,74,28,56,55,56,29,46,51,47,30,38,47,51,55,11,10,6,12,6
Richard Odada,60,Right,High,High,44,29,48,54,34,46,39,40,51,52,59,60,59,49,49,43,58,49,59,30,54,50,39,42,34,40,53,48,15,14,14,9,10
Sergio Oregel,73,Right,Medium,Medium,38,38,35,57,38,54,43,43,58,50,68,66,64,54,78,54,59,55,43,31,36,29,47,53,40,32,35,43,9,8,11,5,7
Casey Walls,66,Left,Medium,Medium,39,21,51,41,26,32,25,33,51,37,42,37,47,41,30,35,54,51,63,19,49,54,27,36,33,50,55,51,8,10,9,11,6
Scott Lynch,56,Right,High,Medium,50,33,44,51,33,48,49,40,52,44,66,52,63,48,80,39,53,53,47,30,55,41,42,46,42,45,50,50,14,12,6,11,11
Jong Beom Baek,64,Right,Medium,Medium,12,10,15,23,13,14,14,12,25,12,29,23,35,45,29,38,35,18,55,12,23,12,9,38,13,10,12,13,49,50,51,48,55
Leon Kugland,62,Left,Medium,Medium,44,33,28,54,29,47,29,28,47,53,56,55,53,42,54,26,30,56,56,25,48,36,25,21,36,51,52,54,9,6,11,9,11
Jamie Bramwell,61,Right,Medium,Medium,32,28,44,42,38,39,38,30,45,41,60,57,49,45,48,33,65,56,69,26,48,49,29,31,30,50,51,49,15,7,6,15,9
Devid Eugene Bouah,63,Right,Medium,Medium,47,22,44,42,29,53,48,41,35,33,59,56,50,52,70,28,55,59,52,22,45,51,47,39,39,41,48,50,14,5,11,13,11
Edoardo Corvi,58,Left,Medium,Medium,13,8,11,32,9,7,13,18,37,16,25,26,38,35,49,38,64,24,54,9,28,6,9,39,12,7,17,13,58,56,50,46,49
Ștefan Mușat,65,Right,Medium,Medium,14,10,13,25,7,14,30,14,20,25,31,35,30,47,21,41,37,30,69,12,27,13,4,32,19,7,11,14,50,49,55,49,52
Will Blackmore,68,Right,Medium,Medium,14,6,13,27,8,6,13,10,21,16,29,17,38,38,44,34,60,27,44,6,21,11,7,29,13,7,10,14,50,57,45,50,49
Xander Parke,69,Right,Medium,Medium,11,8,10,30,7,9,10,14,29,13,25,16,29,45,37,39,40,24,45,9,25,12,6,34,18,9,11,13,53,49,52,44,57
Abdulaziz Al Yousef,67,Right,Medium,Medium,30,54,50,45,43,51,38,37,39,50,66,70,51,51,66,48,62,50,52,50,37,14,45,44,52,14,18,14,7,9,10,5,13
Andres Moreno,67,Right,Low,High,23,17,49,32,24,28,27,25,22,32,63,61,45,49,62,30,66,60,49,21,46,51,28,30,36,56,57,56,10,13,12,14,8
Won Woo Lee,66,Right,Medium,High,30,31,53,44,26,40,29,30,40,33,42,43,40,46,50,40,68,39,69,32,49,48,40,33,26,50,50,52,9,6,9,14,11
Peng Wang,56,Right,Medium,Medium,41,39,39,56,43,47,49,44,58,52,65,67,73,46,70,51,55,57,50,45,46,37,41,53,40,43,46,50,11,15,10,11,14
Lewis Temple,61,Right,Low,Medium,22,21,58,36,23,31,28,22,32,38,41,40,32,40,40,36,57,49,61,25,50,48,24,29,39,50,53,51,5,11,12,5,6
Gavin Hodgins,64,Right,Medium,Medium,46,47,45,57,43,55,51,48,51,55,60,61,62,49,63,51,51,46,43,42,41,35,50,51,50,42,42,39,12,6,8,12,10
Tate Campbell,68,Left,Medium,High,42,29,48,61,34,49,37,34,55,51,64,67,60,49,67,56,59,62,71,42,58,47,52,43,46,42,47,44,7,8,7,10,6
Lennon Gill,64,Right,Medium,Medium,39,53,51,48,46,50,42,40,38,51,63,65,58,51,56,48,57,51,46,46,34,20,45,47,55,25,24,22,13,10,9,11,9
Ellis Taylor,65,Left,Medium,Medium,49,41,33,49,44,52,36,37,38,52,72,70,66,32,64,48,40,50,43,39,33,40,46,46,42,42,44,40,13,7,5,8,5
Darius Lipsiuc,65,Right,Medium,Medium,48,50,50,49,40,53,49,41,44,53,64,63,60,36,52,54,67,34,53,39,55,31,54,53,49,30,38,33,9,13,11,7,9
George Horbury,59,Right,High,Medium,40,43,39,57,42,46,47,37,52,49,65,66,60,54,61,47,51,56,55,36,37,40,47,52,56,35,49,42,11,10,13,8,10
Chris Donovan,60,Right,Medium,Medium,35,53,59,42,49,49,38,34,39,52,54,53,52,42,54,49,59,59,56,46,50,29,54,43,54,30,34,30,6,7,12,11,8
Krystian Okoniewski,74,Right,Medium,Medium,22,52,65,41,48,46,29,29,27,52,50,51,52,42,61,47,62,55,50,44,55,18,55,51,61,26,19,18,8,13,15,7,6
Jacob Greene,67,Left,Medium,High,46,28,42,32,22,44,33,29,30,40,73,75,64,54,61,30,68,59,42,24,49,51,42,34,33,40,46,46,14,10,13,13,15
Filipe De Carvalho,71,Right,Medium,Medium,46,53,31,49,43,60,38,37,38,54,61,58,55,32,68,53,54,46,51,34,31,19,49,46,48,16,26,24,5,10,10,13,13
Jason Sraha,68,Left,Medium,Medium,39,24,48,41,24,37,26,24,32,35,64,74,42,48,64,34,66,62,49,17,47,49,22,29,37,50,59,55,13,14,7,9,10
Evan Ovendale,61,Right,Medium,Medium,13,6,11,23,9,9,13,11,19,16,38,36,32,46,37,36,50,18,49,9,21,7,7,32,15,9,11,11,51,50,48,50,52
Reed Baker-Whiting,71,Right,Medium,Medium,39,32,42,56,35,50,44,38,51,55,63,58,62,47,58,46,56,55,55,41,49,47,49,49,40,51,49,47,6,7,6,6,9
Jakub Niemczyk,64,Right,High,Low,45,46,45,43,36,53,40,31,37,50,73,72,68,44,70,50,57,51,53,42,30,12,43,44,54,13,14,18,10,9,10,13,6
Oskar Lodziński,63,Right,Medium,Medium,13,5,13,20,9,11,12,14,16,17,33,28,41,32,27,41,33,17,60,5,18,9,6,38,15,9,12,10,52,48,54,53,55
Lewis Billington,66,Right,High,Medium,38,21,43,41,25,39,27,22,32,37,65,57,54,44,51,32,72,58,72,22,44,50,38,34,31,50,51,50,13,8,12,6,10
Xiaoyi Cao,66,Right,Medium,Medium,43,23,37,30,22,46,32,30,20,39,68,70,59,53,75,27,58,45,49,22,45,45,47,34,39,46,53,53,13,10,7,9,14
Josh Barlow,70,Right,High,Medium,39,39,49,54,35,53,39,34,50,54,69,64,64,46,67,53,57,60,59,49,54,41,54,48,39,39,44,47,8,6,15,12,7
Frank Junior Adjei,69,Right,Medium,Medium,46,54,37,43,39,54,39,38,38,56,62,65,57,38,65,60,41,44,52,34,30,18,45,46,53,19,24,26,5,6,5,12,9
Shuaihang Feng,59,Right,Medium,Medium,38,33,42,54,39,51,32,31,56,46,62,60,56,49,69,45,60,58,49,32,51,42,53,44,39,38,45,46,8,9,10,13,12
Alfie Burnett,64,Right,Medium,Medium,13,5,13,21,5,13,11,13,23,14,26,24,34,42,28,39,33,25,56,5,21,8,7,22,13,8,13,13,53,52,52,50,51
Kade Craig,63,Left,High,Medium,39,29,35,36,21,44,33,27,28,37,64,63,58,45,64,21,71,62,71,23,53,54,40,39,31,50,53,52,13,14,10,8,14
Junchen Gou,51,Right,Medium,Medium,26,18,41,35,28,36,26,26,32,28,54,56,43,46,53,32,66,62,75,16,45,49,28,32,33,51,51,56,12,8,15,12,12
Victor Arong,59,Right,Medium,Medium,34,51,48,46,39,45,38,39,29,47,64,69,65,49,64,53,64,47,66,44,54,19,51,43,53,19,18,19,11,10,12,6,7
Salam Ranjan Singh,55,Right,Low,Medium,33,22,51,35,29,30,26,24,28,31,66,74,50,48,68,38,77,48,81,21,55,49,21,32,27,50,43,42,7,12,14,13,11
John Haist,53,Right,Medium,Medium,32,52,57,42,42,45,39,38,27,44,55,53,52,49,55,53,61,52,62,49,50,19,55,47,55,21,20,19,13,13,8,5,6
Arne Rühlemann,68,Left,Medium,Medium,39,30,41,58,36,49,33,34,56,48,69,70,80,46,83,49,59,59,35,36,55,45,51,53,32,49,44,48,6,15,9,6,14
Felix Eriksson,71,Right,Medium,Medium,35,23,44,37,26,47,28,29,28,38,66,62,59,50,68,30,57,60,54,26,55,46,36,31,37,50,55,51,11,8,15,8,12
Ethan Cox,67,Right,Medium,Medium,11,5,11,21,6,12,14,13,21,16,20,20,37,42,42,41,61,23,43,9,20,7,6,33,15,9,11,12,55,51,55,46,53
Chenyu Yang,58,Right,Medium,Medium,53,41,41,49,26,54,31,32,43,43,60,62,58,56,72,25,63,66,53,26,52,38,46,38,32,40,52,49,13,14,12,5,10
Tae Yang Kim,62,Right,Medium,Medium,29,56,57,35,39,44,35,30,25,46,44,54,51,53,58,47,62,54,59,48,34,15,52,49,56,11,12,18,9,9,10,7,14
Andrea Librici,71,Right,Medium,Medium,49,37,41,58,43,54,47,50,55,59,64,60,72,37,67,45,59,45,37,48,60,42,37,51,42,44,45,44,8,6,13,12,14
Jae Sung Kim,60,Right,Medium,Medium,42,42,41,57,35,52,50,41,57,51,62,59,64,49,65,56,57,53,58,45,47,29,46,54,42,35,45,45,11,7,13,11,10
Manvir Singh,61,Right,Medium,Medium,32,52,50,46,35,49,39,29,38,48,78,72,65,46,65,48,74,43,56,45,34,15,47,47,53,14,22,16,13,5,9,12,8
Mohammed Al Qahtani,66,Left,Medium,Medium,47,37,36,46,45,60,39,36,46,52,69,66,73,44,85,53,45,51,46,36,30,15,47,46,48,30,34,32,14,15,14,10,9
Peter Abimbola,65,Right,High,Medium,36,45,40,54,38,55,38,39,51,54,67,66,59,48,71,47,53,52,47,49,55,47,50,48,42,45,48,44,13,9,5,11,6
Elliott Bolton,68,Right,High,High,47,38,41,55,30,50,44,35,53,53,75,74,70,45,78,51,56,62,44,44,55,42,52,53,39,44,42,45,11,13,7,5,12
Heath Richardson,61,Right,Medium,Medium,12,7,14,21,9,7,13,14,21,19,32,24,39,38,48,38,60,16,35,7,16,10,8,23,14,6,13,14,53,50,50,51,52
Harry McCarthy,66,Left,Medium,Medium,46,44,32,50,42,44,37,34,48,54,74,75,56,35,85,50,41,51,50,39,25,24,41,50,46,20,28,20,7,7,7,15,9
Avan Jones,66,Right,Medium,Medium,46,20,45,33,23,49,28,24,27,38,65,58,56,51,60,25,56,61,57,21,51,46,36,29,32,43,51,53,13,7,9,5,14
Kopano Thuntsane,63,Right,Medium,Medium,10,6,12,26,5,8,10,11,24,17,21,32,29,48,49,41,70,27,31,7,20,11,5,21,15,8,11,12,54,47,54,42,59
Lin Cui,55,Right,Medium,Medium,43,26,39,26,27,47,30,31,27,35,72,58,52,46,55,26,61,66,66,26,45,52,46,38,37,50,52,49,10,9,10,15,11
Yue Song,51,Right,Low,Medium,44,33,47,56,35,46,37,33,56,43,67,64,60,44,55,49,59,60,71,34,60,43,48,44,36,50,48,45,8,5,11,5,7
Jianbo Zhao,60,Left,Medium,Low,31,53,52,45,36,53,29,33,32,41,60,61,58,48,70,50,63,57,59,43,33,11,55,45,60,15,14,18,13,15,7,14,10
Aaren D'Silva,58,Right,High,Low,32,54,48,44,38,48,39,40,34,45,60,53,55,47,62,51,67,50,72,49,48,15,48,43,52,12,16,11,14,11,7,14,13
Faisal Al Mutairi,59,Right,Medium,Medium,38,36,40,58,30,47,33,34,58,51,67,68,73,52,81,54,56,66,42,34,58,45,45,46,39,39,40,47,13,15,8,9,6
Yu Zhang,67,Right,Medium,Medium,21,19,48,33,22,24,20,21,25,33,55,48,39,49,58,36,80,57,56,21,48,54,20,26,32,50,53,50,5,13,12,5,15
Huapeng Wang,57,Right,Low,Medium,44,22,49,30,24,31,27,21,24,37,61,67,49,44,61,32,70,65,62,15,40,53,24,33,35,52,52,55,10,15,12,8,13
Ziyad Al Jari,64,Right,Medium,Medium,24,28,49,35,24,28,24,22,25,32,53,51,43,46,49,39,74,51,72,23,45,47,29,32,46,50,51,55,6,8,5,14,14
Tom Stokes,67,Right,High,Medium,37,54,44,49,42,53,46,30,41,56,60,64,55,48,57,50,53,48,43,44,34,17,49,50,46,19,24,20,10,10,14,8,11
Brad Kelly,61,Right,Medium,Medium,10,9,12,18,8,12,13,14,27,17,17,23,30,37,45,39,61,21,33,9,16,10,8,39,10,7,13,10,51,50,52,50,53
Jiansheng Zhang,58,Right,Medium,Medium,32,53,52,46,35,46,38,37,35,42,60,65,57,50,75,51,72,52,51,52,30,19,51,46,61,13,15,16,11,11,11,13,9
Ayush Dev Chhetri,62,Right,Medium,Medium,34,36,43,55,28,48,37,35,47,50,61,63,59,51,76,49,58,63,52,30,55,43,34,44,40,48,49,54,7,6,6,9,8
Memet-Raim Memet-Ali,55,Right,Medium,Medium,45,45,40,37,46,46,48,31,34,53,74,73,71,41,71,60,48,43,59,46,29,23,50,48,46,22,18,16,11,13,12,9,14
Beni Redžić,70,Right,High,Medium,47,48,38,41,39,52,42,31,31,52,68,70,56,36,70,61,35,34,57,36,28,20,50,47,53,25,28,28,11,12,12,7,11
Adam Porter,61,Right,Medium,Medium,38,31,47,60,39,46,42,34,55,45,61,61,56,51,59,55,58,61,47,34,51,42,54,46,43,40,46,45,14,13,12,9,6
Kaare Barslund,70,Right,Medium,Medium,27,15,46,45,24,38,23,29,40,42,62,65,42,42,71,36,71,48,45,21,46,49,28,32,25,50,56,55,14,10,9,8,13
Nathaneal Blair,64,Right,High,Low,23,49,65,40,36,36,27,21,29,42,50,57,53,49,68,46,63,60,78,42,54,22,54,41,51,24,21,23,10,15,12,9,8
Kai Evans,62,Right,Medium,Medium,36,40,38,55,38,44,41,38,56,52,54,66,53,49,81,41,58,44,47,38,46,34,41,59,43,39,42,40,15,15,8,13,15
Aaron Braithwaite,56,Right,Medium,Medium,36,40,44,54,38,41,49,35,55,46,67,63,57,50,70,41,60,56,50,37,50,46,50,47,40,40,48,50,8,5,9,13,10
Anuj Kumar,57,Right,Medium,Medium,14,9,13,25,8,11,12,11,22,10,25,31,28,47,38,39,48,16,36,8,28,12,8,25,14,9,12,10,51,48,52,49,49
Fabiano Cibi,70,Right,Medium,Medium,36,31,47,52,27,42,31,31,48,44,60,60,54,51,55,45,61,55,59,31,55,44,39,37,35,45,53,47,11,8,11,15,11
Hyeon Bin Seol,58,Right,Medium,Medium,15,10,12,26,9,13,13,12,30,11,32,26,30,32,25,40,33,26,56,8,26,10,12,32,16,11,13,14,54,49,53,48,52
Suk Ju Yoon,65,Right,Medium,Medium,36,30,45,55,31,44,36,34,52,54,56,55,53,44,69,45,55,51,50,38,50,43,35,45,40,39,55,51,13,13,8,10,6
Tobias Storm,71,Right,Medium,Medium,36,39,42,58,38,52,49,42,53,54,66,64,69,46,72,46,51,48,50,39,40,36,40,53,49,46,46,41,12,11,7,7,6
Ajak Deu,58,Right,Medium,Medium,20,23,52,27,27,32,24,25,27,44,54,51,47,44,54,33,69,53,59,23,44,45,21,33,38,53,51,50,12,10,8,11,6
Saad Al Muwallad,59,Right,Medium,Medium,27,51,51,38,38,51,33,27,29,49,65,73,52,45,64,46,69,57,70,50,44,19,43,49,51,15,15,18,14,8,14,8,14
Finley Bell,64,Right,Medium,Medium,40,40,34,53,36,54,42,42,50,52,76,73,83,46,85,47,67,54,36,41,38,41,44,52,43,38,43,37,15,6,8,8,7
James Nieuwenhuizen,67,Right,Medium,Medium,14,5,13,27,5,5,10,13,21,15,22,25,22,45,48,39,63,20,37,6,17,6,8,25,18,6,11,11,52,51,52,43,52
Luke Oresti,66,Right,Medium,Medium,35,44,36,53,38,50,37,36,44,50,67,59,75,43,70,51,54,50,34,44,42,34,48,46,39,29,39,34,13,12,13,5,14
Javier Casas Jr.,70,Right,Medium,Medium,38,40,37,58,38,49,47,44,59,53,57,60,69,48,82,52,49,42,42,40,39,25,46,50,45,37,41,48,7,14,14,7,11
Xiangyu Chen,60,Right,High,Medium,31,53,53,44,43,43,35,32,31,46,54,50,42,52,46,45,53,34,59,40,24,15,51,45,56,16,16,14,10,13,9,11,10
Harvey O'Brien,55,Right,Medium,Medium,31,35,48,44,31,30,33,34,39,35,60,63,66,51,56,35,73,60,68,33,40,46,22,35,36,52,48,49,14,12,12,8,10
Eivind Helgeland,69,Right,Medium,Medium,39,30,53,57,36,46,39,37,52,49,63,67,64,55,76,55,60,56,53,33,60,38,50,50,46,38,44,45,11,14,5,11,6
Armin Abaz,63,Right,Medium,Medium,13,7,11,17,7,13,10,12,17,18,22,28,39,43,36,38,46,23,48,7,17,12,7,21,14,7,13,14,49,53,50,48,50
Yuhao Chen,67,Right,High,Medium,37,20,44,29,24,46,25,34,22,34,73,71,64,53,75,26,64,63,52,26,54,50,43,32,30,46,49,51,10,7,8,13,11
Oscar Halls,64,Right,Medium,Medium,26,15,47,26,22,29,22,20,23,33,62,55,49,42,54,34,66,63,75,23,46,49,27,26,33,50,52,46,11,6,14,8,13
Vegard Solheim,69,Right,Medium,Medium,36,32,48,60,34,51,37,40,53,47,67,67,66,52,73,54,57,54,51,39,58,44,51,46,42,36,39,51,14,5,8,10,7
Florian Butscher,64,Right,Medium,Medium,35,32,42,52,33,49,36,32,52,50,67,67,57,59,67,56,60,51,51,34,47,50,48,52,38,38,46,43,11,9,8,13,11
Haoran Wang,60,Right,Medium,Medium,39,32,48,58,35,50,37,32,48,46,60,60,56,49,77,46,56,58,56,38,60,43,53,51,39,38,45,48,12,8,7,8,12
Abdel Zagré,68,Right,Medium,Medium,25,51,67,39,44,40,32,22,31,46,54,51,48,48,53,45,61,56,64,47,47,22,49,42,61,25,17,20,12,10,10,5,11
Isaac Price,73,Right,Medium,Medium,35,45,47,58,31,51,36,31,51,49,61,63,54,53,68,52,60,50,53,42,62,46,52,42,43,40,38,46,12,14,5,14,7
Junfeng Li,54,Left,Medium,Medium,46,26,38,32,26,45,30,32,26,32,59,62,59,51,75,23,59,55,48,28,47,46,43,38,37,49,49,51,8,11,9,9,11
Brooklyn Raines,74,Right,High,Medium,33,42,43,51,38,56,50,37,48,56,73,72,55,50,75,52,58,55,34,40,56,47,50,46,35,49,43,45,13,9,9,8,14
Haochang Cai,54,Right,High,Medium,41,30,42,52,35,41,36,38,46,45,44,56,65,46,84,42,66,57,40,32,56,52,32,46,42,48,46,45,5,14,13,13,13
Thorbjørn Kristiansen,72,Left,Medium,Medium,40,30,43,50,29,38,38,24,45,35,53,55,59,38,59,35,79,33,58,26,46,50,27,35,33,52,51,51,13,15,15,7,11
Jack Hannah,68,Right,Medium,Medium,26,25,54,30,23,31,28,24,24,30,60,53,48,48,60,39,71,60,48,22,49,54,26,35,36,52,53,50,6,11,7,14,10
Gurkirat Singh,65,Left,High,Medium,36,54,30,37,32,48,38,28,35,49,76,69,70,40,75,55,55,63,67,53,30,16,49,45,49,44,16,25,6,10,10,11,13
Hak Yun Lee,62,Right,Medium,Medium,12,8,15,30,8,12,14,12,29,13,30,31,29,33,32,39,53,29,53,9,18,13,10,30,13,10,13,14,54,50,52,51,49
Will Wilson,62,Right,High,Medium,35,45,43,59,45,40,36,35,54,40,73,71,78,65,78,51,57,57,52,57,54,36,50,44,39,36,42,49,7,6,10,12,7
Eysajan Kurban,57,Left,High,Medium,41,56,35,40,40,56,38,32,32,53,65,65,55,34,80,62,41,49,40,44,31,19,41,46,54,20,23,28,7,11,6,6,8
Kevin O'Toole,58,Right,High,Medium,49,58,38,40,49,64,37,32,30,49,56,59,54,38,67,57,46,44,57,37,34,23,40,47,48,23,24,20,10,8,8,14,9
Evan Haddock,60,Right,Medium,Medium,26,23,51,44,23,31,24,24,39,35,54,52,49,44,58,42,62,50,54,24,54,43,26,32,35,50,54,52,11,7,6,12,12
Tongshuai He,58,Right,Medium,Medium,44,25,42,59,32,41,39,30,59,49,67,62,59,50,80,50,61,58,40,36,54,43,53,45,37,34,35,46,14,12,8,8,10
Geon Woo Park,60,Right,Medium,Medium,48,26,35,37,22,46,41,32,30,40,56,61,63,52,72,34,54,59,49,30,46,46,47,35,36,43,46,48,8,5,10,10,7
Shewketjan Tayir,59,Right,Medium,High,23,23,45,26,29,25,26,25,25,28,50,61,46,44,55,37,65,56,60,20,42,56,26,35,38,50,56,51,6,9,9,12,6
Avilash Paul,53,Right,Medium,Medium,9,7,11,15,9,6,11,10,20,9,16,30,22,49,40,40,58,24,49,5,27,14,6,23,9,8,12,10,42,53,53,44,55
Shenping Huo,60,Right,Medium,Medium,10,8,12,29,7,8,10,13,15,15,17,15,31,39,39,42,45,26,53,7,25,6,6,31,14,9,14,12,51,48,56,54,48
Sachin Suresh,63,Right,Medium,Medium,14,7,14,30,9,6,13,10,29,14,18,29,24,36,42,38,58,27,58,7,24,10,5,33,18,8,11,13,55,52,50,47,48
Wenxuan Wang,58,Right,Medium,Medium,24,15,47,44,24,33,29,29,32,25,55,63,40,49,63,31,71,61,50,19,40,54,20,27,32,50,52,57,10,6,7,12,10
Bijoy Varghese,60,Right,Medium,Medium,25,18,46,36,28,23,26,26,33,32,57,60,41,43,63,38,68,55,74,18,43,47,29,27,31,50,52,50,7,10,5,10,10
Minghe Wei,60,Right,Medium,Medium,29,19,40,42,21,30,25,27,25,25,58,57,48,48,61,38,72,63,59,16,46,46,24,27,31,50,56,51,9,14,15,7,11
Ethan Alagich,65,Left,Medium,Medium,37,45,44,57,39,50,48,35,49,50,70,71,54,40,69,43,56,44,50,36,47,24,42,52,40,33,37,46,11,5,14,15,7
Soyal Joshy,61,Right,Medium,Medium,34,23,36,22,23,46,34,29,23,34,63,58,55,54,77,22,63,57,49,21,51,51,37,34,30,47,54,56,9,9,11,5,8
Elicha Ahui,67,Right,Medium,High,39,31,48,53,34,44,39,38,49,49,61,56,52,47,52,49,63,52,54,26,52,46,39,46,42,47,47,49,15,10,9,11,8
Sebastian Saftig,57,Right,Medium,Medium,43,30,46,51,35,45,39,38,47,46,55,55,54,54,48,41,56,50,80,32,55,43,34,36,37,45,50,51,10,11,12,14,6
Samik Mitra,62,Right,Medium,Medium,14,9,13,24,7,6,10,13,28,17,30,21,43,47,47,38,61,19,51,7,26,7,4,29,10,8,14,12,48,45,50,50,52
Gaoling Mai,58,Right,Medium,Medium,14,7,12,23,8,12,12,13,21,17,31,26,30,42,31,38,42,29,52,8,24,15,8,31,13,12,14,16,48,52,51,48,51
Missael Rodríguez,63,Right,High,Medium,29,52,53,44,32,49,35,32,33,48,58,55,59,48,70,46,65,63,56,51,27,11,53,47,59,16,10,11,12,7,12,7,15
Bandar Al Shahrani,60,Right,Medium,Medium,11,6,13,17,7,11,12,13,28,16,24,24,30,43,44,38,57,16,47,12,20,10,5,38,15,7,7,8,52,47,50,51,50
Simone Ghidotti,57,Right,Medium,Medium,10,8,11,28,8,11,10,12,28,12,25,26,26,35,29,40,32,25,57,8,18,6,4,39,16,6,13,10,56,53,53,47,47
Alexander Freeman,67,Right,High,Medium,45,49,54,40,28,48,34,26,38,39,64,59,54,55,50,39,58,58,62,31,44,44,40,34,33,38,46,44,12,11,10,10,6
Abdul Rabeeh,61,Right,Medium,Medium,49,42,36,45,45,50,48,39,45,48,72,76,74,40,76,50,60,60,38,39,40,42,42,42,44,42,46,44,8,12,10,9,6
Robbie Mahon,62,Left,Medium,Medium,40,52,39,44,41,48,37,31,35,52,67,63,61,60,61,61,38,54,40,34,30,16,41,40,46,25,24,23,7,14,6,8,15
Yue Xu,58,Right,Medium,Medium,42,33,43,55,29,53,41,35,51,53,67,68,64,55,80,52,59,52,44,36,58,47,37,49,35,47,51,49,10,11,7,10,15
Mohammed Al Biladi,59,Right,Medium,Medium,10,9,11,18,8,13,15,12,25,17,35,36,33,46,57,38,55,20,54,11,19,14,8,33,13,9,10,14,52,48,50,47,51
Caoimhin Porter,62,Right,Medium,Medium,54,39,44,50,32,42,53,31,48,48,46,48,56,50,50,49,36,53,47,42,49,44,46,49,44,40,48,46,11,12,6,8,10
Edward Caspers,62,Left,Medium,Medium,44,40,30,54,36,47,43,39,56,50,64,62,69,42,60,43,50,54,42,39,43,43,46,54,38,38,42,38,10,8,14,12,8
Max Caputo,70,Right,Medium,Low,34,52,50,44,44,45,35,32,34,47,66,65,65,45,68,50,64,56,50,45,39,22,50,43,58,17,23,19,13,9,12,14,14
Kyle O'Connor,58,Right,Medium,Medium,42,44,44,54,39,55,48,41,52,56,40,37,57,50,59,47,54,48,36,38,44,28,45,53,50,39,44,37,15,8,11,6,12
Abdulaziz Makin,62,Right,Medium,Medium,47,44,36,50,32,51,41,43,46,52,66,68,51,45,70,43,50,48,33,36,39,37,46,47,42,32,40,38,13,14,10,12,9
Luke Rudden,63,Right,High,Medium,38,52,40,38,37,49,41,34,33,45,79,73,75,50,64,50,52,50,33,45,43,14,52,40,49,10,14,11,7,10,7,14,15
Cong Huang,54,Right,Medium,Medium,40,32,42,50,28,43,35,33,49,53,70,60,61,54,49,44,61,57,58,28,57,47,37,37,36,39,48,47,10,5,8,9,12
Viktor Serdeniuk,52,Right,Medium,Medium,41,35,45,59,37,49,31,36,57,50,60,69,52,52,56,51,63,64,50,31,52,36,49,41,36,38,45,48,12,6,10,7,11
Hongwei Sun,58,Right,Medium,Medium,26,26,46,42,26,39,25,29,30,32,56,56,45,48,56,32,57,60,58,25,50,51,26,30,35,50,52,51,11,13,10,14,5
Junjie Meng,57,Right,Medium,Medium,26,53,49,42,33,45,36,26,32,49,60,60,57,45,53,51,72,49,59,46,32,16,46,42,53,12,15,12,7,10,9,14,8
Weifeng Ran,57,Right,Medium,Medium,11,9,10,15,9,12,13,9,16,16,21,28,26,34,35,40,42,26,55,8,23,12,8,25,8,8,11,9,51,50,53,48,52
Hanlin Wang,50,Right,Medium,Medium,39,32,42,53,28,46,37,39,54,42,54,61,56,52,67,45,56,49,53,26,56,43,35,45,38,49,51,47,8,8,5,8,11
Harvey Wiles-Richards,66,Right,Medium,Medium,12,5,12,29,5,5,10,11,20,14,35,30,37,44,48,38,64,28,42,5,22,14,7,28,16,9,12,13,54,51,50,45,50
Abdullah Al Enazi,64,Right,Medium,Medium,42,44,41,46,36,51,35,31,47,54,64,67,66,41,55,41,51,47,49,39,32,18,45,43,39,20,27,35,7,6,13,15,10
Yuncheng Fu,55,Right,Low,Medium,21,16,45,31,26,24,25,20,25,29,53,55,46,39,51,28,65,60,71,19,45,52,28,33,32,51,53,48,11,12,9,13,13
Salem Al Najdi,62,Left,Medium,Medium,39,22,54,36,22,40,27,32,26,44,64,63,56,41,64,26,73,50,60,25,54,45,38,29,30,48,48,49,11,7,14,13,12
Jack Williams,59,Right,High,Low,46,52,42,52,36,48,35,33,50,51,62,64,58,54,74,55,62,59,44,49,55,44,45,49,37,30,41,44,6,10,8,14,10
Mohammed Boudiaf,56,Right,Medium,Medium,47,26,43,41,21,51,37,28,32,42,52,50,56,54,60,23,48,54,53,28,49,46,47,39,34,43,52,52,9,7,15,14,7
Jianxiang Sun,57,Right,Medium,Medium,15,8,11,21,6,12,12,12,24,13,18,24,26,37,43,43,57,22,46,8,25,11,5,31,13,8,14,12,53,54,57,48,47
Kudirat Ablet,53,Right,Medium,Medium,13,10,13,18,7,12,13,14,23,12,24,21,25,33,22,37,36,29,54,9,20,9,13,26,15,10,12,14,51,53,49,45,55
Meshal Hurais,56,Right,Medium,Medium,11,9,13,16,8,13,11,11,22,10,34,31,39,41,52,38,63,25,64,7,19,7,6,38,11,9,12,13,48,53,51,46,55
